run,evidence_id,final_attempt,final_item_accepted,judge,status,reason
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11400000_A3_A6_0-1,3,False,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Tasha's video shows her occupied at the table, unable to see the whiteboard. Shure's video clearly shows a whiteboard with a list of numbered tasks (using Chinese numerals 一, 二, 三) being written. The answer 'A list of numbered tasks' is directly supported by the visual content of Shure's video."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11400000_A3_A6_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Tasha
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_12303000_A1_A3_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete visual detail (label color) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_12303000_A1_A3_0-1,3,False,evidence_groundedness,FAIL,"The evidence claims state that Jake holds a bottle with a red label at the start of the clip (00:00-00:03). However, in Jake's video at 00:00, he is holding a clear plastic container with white rice, not a bottle. The bottle with the red label is visible on the table, but Jake does not hold it during the specified timeframe. This makes the anchor claim factually incorrect."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_12303000_A1_A3_0-1,3,False,answerability,FAIL,combined_all_users did not select correct answer A
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_15050000_A1_A2_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete missing object detail (items on the table) rather than another person's activity. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer matching option B."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_15050000_A1_A2_0-1,3,False,evidence_groundedness,PASS,"The question is grounded in Jake's video, which shows him washing dishes and then moving to the patio. The answer is grounded in Alice's video, which clearly shows a white box and cups on the patio table. The timestamps and claims align with the visual evidence."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_15050000_A1_A2_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Jake
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_16253000_A4_A6_0-1,1,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete missing location/outcome ('Which way did we end up walking?') rather than a shallow concurrent activity. It does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_16253000_A4_A6_0-1,1,True,evidence_groundedness,PASS,"The question asks for the direction of movement which is not visible in Lucia's stationary view but is clearly visible in Shure's view. Shure's video explicitly shows the group walking toward and passing under a 'Checkout' sign, directly supporting the correct answer."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_16253000_A4_A6_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_11360000_A2_A4_0-1,1,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete missing object detail (contents of the bowl) rather than another person's activity. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_11360000_A2_A4_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Alice's view shows the metal bowl on the table but the contents are not clearly distinguishable due to the angle and distance. Lucia's view provides a clear top-down perspective of the same bowl, revealing the white eggs inside. The timestamps align with the start of the clips where this object is visible."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_11360000_A2_A4_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18280000_A3_A6_0-1,3,False,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete object location (where the laptop was resting) rather than a shallow concurrent activity. It avoids naming participants and follows the five-option multiple-choice structure correctly."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18280000_A3_A6_0-1,3,False,evidence_groundedness,PASS,The question asks for the object supporting the laptop. Tasha's video establishes the context of being in the living room with a snack but does not show the laptop's location. Shure's video clearly shows the laptop resting on a patterned cushion shaped like a dog. The answer is fully supported by the visual evidence in Shure's clip.
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18280000_A3_A6_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Tasha
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16093000_A2_A5_0-1,3,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete missing object/state (items on the bed) rather than a shallow activity query. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer matching option B."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16093000_A2_A5_0-1,3,True,evidence_groundedness,PASS,"The question is grounded in Alice's activity (arranging pastries) which is clearly visible in her video. The answer (laptop and book on the bed) is clearly visible in Katrina's video. The spatial separation (Alice at table, Katrina in bedroom) justifies the need for the second user's view."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16093000_A2_A5_0-1,3,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20133000_A2_A6_0-1,3,False,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete object detail (instrument type) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options and a correct answer matching option B."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20133000_A2_A6_0-1,3,False,evidence_groundedness,PASS,"The question asks for a specific object detail (instrument type) that is visible in the evidence provider's view but obscured in the asker's view. Alice's video shows the general gathering and the table in the background, but the items are indistinct. Shure's video clearly shows a white electronic keyboard on the table, directly supporting the correct answer."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20133000_A2_A6_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Alice
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13553000_A2_A3_0-1,3,False,qa_formality,FAIL,"The question asks 'Was anyone writing on the board while I was working?', which is a shallow concurrent-activity query. The answer 'Yes, a woman with pink hair was writing on the whiteboard' simply reports the other person's activity. This violates the rule against asking what another person was doing unless it resolves a concrete missing object, state, or outcome relevant to the speaker's task.; semantic_subchecks.other_person_activity_query failed: The question asks 'Was anyone writing... while I was working?' and the answer confirms the activity of writing. This is a direct query about another person's concurrent activity without linking it to a specific missing object, state, or consequence for the speaker."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13553000_A2_A3_0-1,3,False,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Alice's video shows her cleaning the floor and looking away from the whiteboard, establishing the context. Tasha's video clearly shows a woman with pink hair writing on the whiteboard during the same timeframe, providing the necessary evidence to answer the question."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13553000_A2_A3_0-1,3,False,answerability,FAIL,asker/subset condition answered correctly: single_user::Alice
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11073000_A2_A4_0-1,1,True,qa_formality,PASS,"The question is well-formed, natural, and asks for a concrete object identification rather than a shallow activity report. It avoids direct name leakage by using 'the other person' instead of naming Lucia. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11073000_A2_A4_0-1,1,True,evidence_groundedness,PASS,"The question is grounded in the visual evidence. Alice's video shows her focused on cutting paper, establishing the context. Lucia's video clearly shows a large red cabinet labeled 'FIRE EXTINGUISHER' in the background, which answers the question about the red object. The timestamps and claims align with the video content."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11073000_A2_A4_0-1,1,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_15383000_A1_A4_0-1,3,False,qa_formality,FAIL,"The question is a shallow concurrent-activity query ('what was the other person doing?') rather than asking for a concrete missing object, state, or outcome relevant to the speaker's own task. It fails the other_person_activity_query subcheck.; semantic_subchecks.other_person_activity_query failed: The question explicitly asks 'what the other person was doing' and offers options that are purely activities (arranging flowers, cooking, cleaning, reading, walking). This is a shallow concurrent-activity query, not a query for a concrete missing object, state, location, or outcome."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_15383000_A1_A4_0-1,3,False,evidence_groundedness,PASS,"The question asks what the other person was doing while the asker cleaned up. Jake's video clearly shows him clearing food items from the table (15:38:30-15:38:59). Lucia's video clearly shows her arranging pink flowers in a vase during the same timeframe. The correct answer 'Arranging pink flowers in a vase' is directly supported by the visual evidence in Lucia's video, and the context is supported by Jake's video."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_15383000_A1_A4_0-1,3,False,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_17340000_A3_A6_0-1,3,True,qa_formality,PASS,"The question is natural, first-person, and asks for a concrete object detail (items on the tray) rather than a shallow activity report. It does not name any participants. The multiple-choice structure is valid with five distinct options."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_17340000_A3_A6_0-1,3,True,evidence_groundedness,PASS,"The question asks for the contents of a cart/tray. Tasha's video establishes the social gathering context but does not show the cart's contents clearly. Shure's video clearly shows a white tiered cart containing small cupcakes with colorful toppings (red, white, green) at the specified timestamps (e.g., 00:05, 00:07). The evidence supports the correct answer 'Several small cupcakes with colorful toppings'."
sampling,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_17340000_A3_A6_0-1,3,True,answerability,PASS,combined videos answer correctly; the evidence provider alone also answered correctly and this is logged as acceptable evidence-provider answerability
